,Topics,Aberdeen,Ashford,Babraham,Bangor,Barnsley,Basildon,Basingstoke,Bath,Beaconsfield,Bedford,Beggarwood,Belfast,Bilston,Bingham,Birmingham,Bournemouth,Bradford,Brighton,Brighton Marina Village,Bristol,Brunswick Business Park,Burton-on-Trent,Buxton,Caister-on-Sea,Cambourne Business Park,Cambridge,Canterbury,Cardiff,Chafford Hundred,Chalfont St Peter,Chelmsford,Cheltenham,Chester,Chesterfield,Chippenham,Colchester,Coventry,Croydon,Cwm,Dartford,Denham,Derby,Dorking,Dundee,Durham,Edgbaston,Edinburgh,Egham,Enfield,Epsom,Exeter,Farnborough,Folkestone,Forest Row,Frome,Glasgow,Gloucester,Godalming,Greater London,Greater Manchester,Grimsby,Guildford,Harrogate,Hastings,Haywards Heath,Headington,Henley-on-Thames,Hereford,Hersden,Hertford,High Wycombe,Hitchin,Horsham,Hove,Huddersfield,Hull,Ilford,Inverness,Ipswich,Isleworth,Kennington,Keswick,Kettering,Lancaster,Leamington Spa,Leeds,Leicester,Leigh,Leigh-on-Sea,Lincoln,Liverpool,Llansadwrn,London,Long Eaton,Lower Bullingham,Luton,Maidstone,Manchester,Marlow,Middlesbrough,Milton Keynes,Newbury,Newcastle Upon Tyne,Northampton,Norwich,Nottingham,Nursling,Oldham,Oswestry,Oxford,Peterborough,Plymouth,Poole,Poplar,Preston,Pride Park,Reading,Reigate,Richmond,Roch,Salford,Sevenoaks,Shaftesbury,Sheffield,Shrewsbury,Slough,Southampton,Southend-on-Sea,Southsea,St Albans,St Helier,St Peter Port,Stafford,Stevenage,Stroud,Surbiton,Sutton Coldfield,Swansea,Swindon,Taunton,Temple Meads,Truro,Tunbridge Wells,Twickenham,Warrington,Warwick,Waterbeach,Watford,Wembley,West Jesmond,Winchester,Woking,Woodford Green,Worcester,York
0,Data Science,0.0,0.0,0.9560262095707128,0.0,0.0,0.0,0.0,0.4439727776263992,0.0,0.0,0.0,0.8633206377335526,0.0,0.19989638927387635,0.5060179129444985,0.0,0.0,0.6875663244589371,0.0,0.8528054224094305,0.0,0.0,0.0,0.0,0.0,0.8576628712170201,0.0,0.5127288794772159,0.0,0.0,0.17382294719467506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06952917887787002,0.0,0.26073442079201264,1.0168918320328486,0.0,0.0,0.12167606303627253,0.4287632697468652,0.0,0.0,0.0,0.0,0.15064655423538506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05214688415840252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05214688415840252,0.0,0.0,0.0,0.4345573679866877,0.0,0.0,0.0,0.5678216275026052,0.0,10.0,0.0,0.0,0.0,0.0,1.081565004766867,0.0,0.0,0.05214688415840252,0.05214688415840252,0.23466097871281136,0.0,0.0,0.05214688415840252,0.0,0.0,0.0,0.9144052705479876,0.0,0.0,0.0,0.0,0.0,0.0,0.5055350714245133,0.08691147359733753,0.0,0.0,0.0,0.0,0.0,0.24967296051598786,0.0,0.0,0.0,0.0,0.0,0.3406929765015631,0.05214688415840252,0.0,0.0,0.0,0.0,0.0,0.0,0.10429376831680504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05214688415840252,0.05214688415840252,0.0
1,Data cloud,0.0,0.0,0.0,0.0,0.0,0.0,0.34304102409130904,0.0,0.0,0.0,0.0,1.776282383501273,0.0,0.0,0.4537579683747474,0.0,0.0,0.363006374699798,0.0,1.3282143959997963,0.08167643430745454,0.0,0.0,0.0,0.0,1.1156395915773794,0.0,0.6171108369896566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3321508328503151,0.0,0.08167643430745454,0.0,0.0,0.4083821715372728,0.0,0.0,0.0,0.08167643430745454,0.0,1.6938784959429318,0.0,0.1796881554764,0.1905783467173939,0.0,0.0,0.0,0.0,0.0,0.16335286861490908,0.0,0.0,0.0,0.0,0.0,0.0,0.5762726198359293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4151885410628939,0.0,0.0,0.0,0.4832522363191061,0.5445095620496969,0.0,0.0,0.0,0.0,0.7623133868695757,0.9528917335869695,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,2.4366802901723936,0.0,1.4905949261110452,1.157082819355606,0.0,1.6380662658328382,0.353931215332303,0.0,0.8603251080385211,0.0,0.0,0.0,1.1922490619046489,0.0,0.0,0.0,0.0,0.0,0.0,0.9093309686229938,0.0,0.0,0.0,1.4066497019617168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08167643430745454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1089019124099394,0.0,0.0,0.0,0.08167643430745454,0.0,0.0,0.0
2,Data management,0.0,0.0,2.7464311485350086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5742537856027746,1.3648930556355805,0.0,0.0,1.0070247544628366,0.0,1.0652823848863064,0.0,0.0,0.0,0.0,0.0,2.47388569773435,0.0,1.4481182419548226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14980533537463686,0.14980533537463686,0.0,0.0,0.0,0.2996106707492737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4693900508405288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8655419377201241,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.8339163669188117,0.0,0.0,0.14980533537463686,0.0,0.14980533537463686,0.14980533537463686,0.0,0.649156453290093,0.0,0.0,0.0,0.8655419377201241,0.0,0.0,0.0,0.0,0.0,0.0,0.2996106707492737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14980533537463686,0.19974044716618244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9987022358309122,0.0,0.0,0.0,0.0,0.2596625813160372,0.0,0.0,0.14980533537463686,0.0,0.0
3,Digital,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09085797261529767,0.0,0.1817159452305954,0.7369591112129699,0.0,0.0,1.8723747281810097,0.0,0.0,0.6826967109010561,0.0,1.6577373614670754,0.0,0.0,0.0,0.0,0.0,1.3976423935637152,0.143858456640888,0.09085797261529767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2120019361023613,0.0,0.0,0.3028599087176589,0.0,0.19988753975365486,0.0,1.0532794603180804,0.0,0.0,0.0,0.0,1.0019615313409218,0.0,0.0,0.0,0.0,0.0,0.15142995435882947,0.6410534734523781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6464166176692533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4597847600191165,0.0,0.0,0.0,0.5047665145294316,0.0,10.0,0.0,0.0,0.0,0.0,0.8328647489735621,0.0,0.0,0.0,0.0,1.6000442969655015,0.0,2.0342090535536097,0.0,0.0,0.0,0.0,1.5503542946261109,1.3162757571190564,0.0,0.0,0.0,0.0,0.0,0.30790757386295325,0.0,0.0,0.0,0.0,0.0,0.0,0.3861463836150152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09085797261529767,0.0,0.0,0.09085797261529767,0.0,0.0,0.7322719935780541,0.3180029041535419,0.0,0.6057198174353179,0.0,0.5413620868328154,0.09085797261529767,0.0,0.0,0.5249571751106088,0.0,0.0,0.0,0.3634318904611907
4,Functional programming,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.408680840926634,0.0,0.0,1.1063032067669258,0.0,0.0,2.117673487378544,0.0,1.981579268411454,0.0,0.0,0.0,0.0,0.0,1.8450178172374785,0.0,0.0,0.5781780544353505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13876273306448414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.449299656451279,0.0,0.0,0.0,0.4047246381047454,0.0,0.0,0.13876273306448414,0.0,0.3700339548386244,0.0,0.0,0.0,0.0,0.0,0.13876273306448414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.966199770967519,0.28677631499993395,0.0,0.0,0.13876273306448414,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.7909900382213613,0.0,0.0,0.0,0.0,0.7863221540320768,0.0,0.0,0.0,0.0,0.0,0.0,1.489772120261753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32956149102814986,0.290740964516062,0.0,0.0,1.444802716027893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4471243620966712
5,Game Development,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15028296496233556,0.0,0.0,0.0,0.0,0.15028296496233556,0.0,1.7292299604757049,0.0,0.0,0.0,0.0,0.0,0.6986839599126127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3005659299246711,0.15028296496233556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15028296496233556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4946814263343545,0.0,0.0,0.0,0.8265563072928456,0.0,9.999999999999998,0.0,0.0,0.0,0.0,1.3622872472048746,0.0,0.0,0.0,0.0,0.15028296496233556,0.15028296496233556,0.8698195850850331,0.0,0.0,0.0,0.0,0.7907746489684798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15028296496233556,0.0,0.0,0.4508488948870068,0.0,0.0,0.0,0.0,0.2003772866164474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7878470587419408
6,Marketing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12951235329582572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9890034251681236,0.0,0.0,0.0,0.0,0.0,1.841953469096188,0.0,0.12951235329582572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12951235329582572,0.0,0.0,0.0,0.0,0.3165857525009073,0.0,0.0,0.0,2.916426326068964,0.0,0.0,0.0,0.0,1.341891882759528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12951235329582572,0.0,0.0,0.0,0.0,0.4416703330344826,2.896759635383302,0.0,0.0,0.0,0.0,0.0,0.0,0.2207721127911966,1.4181602685892916,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.328221134356079,0.0,0.0,0.0,0.0,1.1286076501493385,0.0,0.3248601528503628,0.0,0.0,0.0,0.0,2.5039054970526307,1.876268708003629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3108296479099817,0.0,0.5995942282214155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0721976527332115,0.0,0.0,0.12951235329582572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3453662754555353,0.0,0.0,0.7716777717209616,0.0,0.0,0.0,0.8634156886388381,0.3885370598874773,0.0,0.0,0.0
7,Mobile development,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.475421546412135,0.0,0.0,0.0,1.210839251018406,0.0,0.0,1.344572785122998,0.0,0.0,0.8430242778343751,0.0,1.4132362603203028,0.0,0.0,0.0,0.17115175670836855,0.0,0.6685615496420647,0.0,0.08022738595704776,0.0,0.0,0.0,0.0,0.10696984794273036,0.0,0.0,0.0,0.14708354092125422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.699761088625361,0.0,0.0,0.0,0.14708354092125422,0.0,0.0,0.0,0.13371230992841293,1.1499258653843512,0.0,0.08022738595704776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9388284939619875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.474678700245866,0.0,0.0,0.0,0.0,0.32090954382819104,0.903300938183056,0.2763387738520533,0.0,0.0,0.0,0.4125979849219599,0.1220124828096768,10.0,0.0,0.0,0.0,0.0,1.6532381017134583,0.0,0.0,0.9270720155036632,0.0,0.0,0.08022738595704776,0.4643463853877613,1.1683255935027057,0.0,0.12034107893557165,0.0,1.461029839817792,0.0,0.0,0.0,0.08022738595704776,0.08022738595704776,0.0,0.7077323994095549,0.0,0.0,0.0,0.08022738595704776,0.0,0.0,0.340966390317453,0.08022738595704776,0.0,0.14564060232490444,0.08022738595704776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3443091980656633,0.0,0.08022738595704776,0.0,0.08022738595704776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08022738595704776,0.0,0.0,0.4205859930475533
8,Project Management,0.0,0.4812001815465104,0.0,0.0,0.0,0.0,0.28200568779004803,0.8342159595520898,0.0,0.0,0.0,1.2141911557627063,0.0,0.0,0.44762807585721903,0.29991081082433674,0.0,1.2985043715686662,0.3581024606857752,1.5998227431137009,0.06714421137858284,0.0,0.0,0.0,0.0,0.99569615515524,0.0,1.107981221400221,0.0,0.0,0.2238140379286095,0.6266793062001065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2014326341357486,0.0,0.4588187777536494,0.0,0.0,0.0,1.1223859531679161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5800513816316465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15666982655002662,0.0,0.0,0.0,0.0,0.0,0.0,0.7105207553289191,0.0,0.0,0.0,0.0,0.0,0.0,1.7905123034288761,0.0,0.0,0.0,0.0,0.06714421137858284,0.0,10.0,0.35199844146954035,0.0,0.34411408331523713,0.0,1.9000430252003584,0.0,0.0,0.9807124207417252,0.06714421137858284,1.001567819730527,0.0,0.6098932533554609,1.0336139206157602,0.6621165288721363,0.0,0.0,0.5364076442355674,0.3628143351684828,0.3005502795041328,0.0,0.0,0.0,0.6330739929980669,0.3655629286167289,0.0,0.0,0.0,0.0,0.0,0.0,0.9340505849553972,0.0,0.33572105689291426,0.8546898573398775,0.0,0.0,0.0,0.0,0.0,0.3235130184604447,0.0,0.0,0.0,0.0,0.6658467628376132,0.6736802541651146,0.0,0.0,0.0,0.0,0.0,0.06714421137858284,0.517259109879453,0.0,0.0895256151714438,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Security & DIY,0.0,0.0,0.0,0.0,0.3512719729548748,0.252820236317182,0.0,0.09892965768933208,0.0,0.0,0.0,2.8433116432193217,0.0,0.0,0.30599864090093704,0.0,0.0,1.104714510864208,0.0,1.1541793397088742,0.0,0.39571863075732827,0.19486144696383587,0.0,0.0,1.5101613671528653,1.2291260500795804,0.0,0.0,0.0,0.0,0.228176468541524,0.0,0.0,0.0,0.0,0.4800012161211998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.631240133455209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2143475916602195,0.0,0.21584652586763364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5040701606075492,0.0,0.30228506516184805,0.0,0.09892965768933208,0.0,0.0,0.0,0.1681804180718645,0.0,0.0,0.0,0.0,0.0,0.0,0.15828745230293131,0.0,0.16863958525945216,0.5843078708043624,0.2088514995663677,0.0,0.0,0.6793169828000802,0.15045552106919252,10.0,0.0,0.0,0.0,0.0,0.5585348629455934,0.0,0.0,1.3850152076506492,0.0,0.0,0.0,0.24814855803740796,0.09892965768933208,0.0,0.14839448653399812,0.0,2.2863743110423407,0.0,0.0,0.2982227362229141,0.0,0.0,0.0,0.3246922098521668,0.16488276281555345,0.0,0.0,0.0,0.0,0.0,0.3297655256311069,0.0,0.0,0.3322433801002775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22274727957723828,0.0,0.0,0.0,0.0,0.0,0.0
