,Wales,index,year
2096,0.0,sharing,2012
2097,0.0,sharing_best_practices,2012
2098,0.0,sharing_economy,2012
2099,0.0,shell_scripting,2012
2100,0.0,short_term_rental_income,2012
2101,0.0,silicon_roundabout,2012
2102,0.0,silverlight,2012
2103,0.0,silverstripe,2012
2104,0.0,simulations,2012
2105,0.0,sinatra_ruby_framework,2012
2106,0.0,single_page_applications,2012
2107,0.0,single_parents_and_kids,2012
2108,0.0,singles,2012
2109,0.0,singularity,2012
2110,0.0,sitecatalyst,2012
2111,0.0,sitecore,2012
2112,0.0,sitecore_cms,2012
2113,0.0,sketchnotes,2012
2114,0.0,slovak_language,2012
2115,0.0,small_business,2012
2116,0.0,small_business_diy_inventors_startups,2012
2117,0.0,small_business_marketing_strategy,2012
2118,0.0,small_business_networking,2012
2119,0.0,small_business_owners,2012
2120,0.0,small_business_technology,2012
2121,0.0,smalltalk_programming,2012
2122,0.0,smart_cities,2012
2123,0.0,smart_city,2012
2124,0.0,smart_contracts,2012
2125,0.0,smart_glass,2012
2126,0.0,smart_grid,2012
2127,0.0,smart_home,2012
2128,0.0,smart_people,2012
2129,0.0,smart_property,2012
2130,0.0,smart_sensors,2012
2131,0.0,smartband,2012
2132,0.0,smartbands,2012
2133,0.0,smarter_cities,2012
2134,0.0,smartphone,2012
2135,0.0,smartwatch,2012
2136,0.0,smartwatches,2012
2137,0.0,soccer,2012
2138,0.0,social,2012
2139,0.0,social_augmented_reality,2012
2140,0.0,social_coding,2012
2141,0.0,social_crm,2012
2142,0.0,social_enterprise,2012
2143,0.0,social_entrepreneurship,2012
2144,0.0,social_gambling,2012
2145,0.0,social_game_developers,2012
2146,0.0,social_games,2012
2147,0.0,social_gaming,2012
2148,0.0,social_impact,2012
2149,0.0,social_innovation,2012
2150,0.0,social_issues,2012
2151,0.0,social_media,2012
2152,0.0,social_media_analytics,2012
2153,0.0,social_media_and_videos,2012
2154,0.0,social_media_application,2012
2155,0.0,social_media_cafe,2012
2156,0.0,social_media_content,2012
2157,0.0,social_media_education,2012
2158,0.0,social_media_for_business,2012
2159,0.0,social_media_for_small_business,2012
2160,0.0,social_media_for_social_change,2012
2161,0.0,social_media_in_hr,2012
2162,0.0,social_media_management,2012
2163,0.0,social_media_marketing,2012
2164,0.0,social_media_metrics,2012
2165,0.0,social_media_strategy,2012
2166,0.0,social_media_tools,2012
2167,0.0,social_networking,2012
2168,0.0,social_networking_campaigns,2012
2169,0.0,social_networking_for_software_developers,2012
2170,0.0,social_sector,2012
2171,0.0,social_technology,2012
2172,0.0,social_video,2012
2173,0.0,socially_responsible_business,2012
2174,0.0,software_architecture,2012
2175,0.0,software_craftsmanship,2012
2176,0.0,software_defined_networking,2012
2177,0.0,software_design,2012
2178,0.0,software_development_on_new_technology_(vnext.org),2012
2179,0.0,software_development_process,2012
2180,0.0,software_development_technologies,2012
2181,0.0,software_engineering,2012
2182,0.0,software_engineers,2012
2183,0.0,software_freedom,2012
2184,0.0,software_modeling,2012
2185,0.0,software_product_management,2012
2186,0.0,software_project_management,2012
2187,0.0,software_qa_and_testing,2012
2188,0.0,software_qa_tools,2012
2189,0.0,software_quality,2012
2190,0.0,software_security,2012
2191,0.0,software_testing,2012
2192,0.0,solidworks,2012
2193,0.0,solomo,2012
2194,0.0,solopreneurs,2012
2195,0.0,solr,2012
2196,0.0,solution_architecture,2012
2197,0.0,south_africa,2012
2198,0.0,south_london,2012
2199,0.0,south_west_london,2012
2200,0.0,space_exploration,2012
2201,0.0,space_science,2012
2202,0.0,space_tourism,2012
2203,0.0,spanish_culture,2012
2204,0.0,spanish_language,2012
2205,0.0,spark,2012
2206,0.0,spatial_data,2012
2207,0.0,special_education,2012
2208,0.0,speech_recognition,2012
2209,0.0,splunk,2012
2210,0.0,spoken_word_stories,2012
2211,0.0,sports_and_social_for_young_professionals,2012
2212,0.0,sports_and_socials,2012
2213,0.0,sports_fan,2012
2214,0.0,spring,2012
2215,0.0,spring_framework,2012
2216,0.0,sql,2012
2217,0.0,sql_azure,2012
2218,0.0,sql_integration_services,2012
2219,0.0,sql_server,2012
2220,0.0,sql_server_2005,2012
2221,0.0,sql_server_2008,2012
2222,0.0,sql_server_2012,2012
2223,0.0,sql_server_2014,2012
2224,0.0,sql_server_analysis_services,2012
2225,0.0,sql_server_azure,2012
2226,0.0,sql_server_data_mining,2012
2227,0.0,sql_server_integration_services,2012
2228,0.0,sql_server_reporting_services,2012
2229,0.0,sql_server_web_services_+_more_data_access_methods,2012
2230,0.0,square_mile,2012
2231,0.0,squeak,2012
2232,0.0,ssds,2012
2233,0.0,st_albans,2012
2234,0.0,stackless_python,2012
2235,0.0,stanford_machine_learning_course_cs_229,2012
2236,0.0,start-up,2012
2237,0.0,starting_a_business,2012
2238,0.0,startup_accelerators,2012
2239,0.0,startup_funding,2012
2240,0.0,startup_incubation,2012
2241,0.0,startup_pitching,2012
2242,0.0,startup_weekend,2012
2243,0.0,stategic_hr,2012
2244,0.0,statistical_computing,2012
2245,0.0,statistics_and_data_analysis,2012
2246,0.0,stay-at-home_moms,2012
2247,0.0,stereoscopic_equipment_and_methods,2012
2248,0.0,stoos,2012
2249,0.0,stoos_satellite,2012
2250,0.0,stop_global_warming/environmental_issues,2012
2251,0.0,storage,2012
2252,0.0,storage_solutions,2012
2253,0.0,stories,2012
2254,0.0,story_tellers,2012
2255,0.0,story_telling,2012
2256,0.0,storytelling,2012
2257,0.0,storytelling_podcasts,2012
2258,0.0,strategy,2012
2259,0.0,stream_processing,2012
2260,0.0,study,2012
2261,0.0,study_group,2012
2262,0.0,studying,2012
2263,0.0,success_mindset,2012
2264,0.0,successful_startup_founders,2012
2265,0.0,suffolk,2012
2266,0.0,supercomputing,2012
2267,0.0,supply_chain_management,2012
2268,0.0,surrey,2012
2269,0.0,surveillance,2012
2270,0.0,sustainability,2012
2271,0.0,sustainable_and_ethical_food,2012
2272,0.0,sustainable_cities,2012
2273,0.0,sustainable_development,2012
2274,0.0,sustainable_food,2012
2275,0.0,sustainable_food_systems,2012
2276,0.0,sustainable_frameworks_in_javascript,2012
2277,0.0,sustainable_transportation,2012
2278,0.0,sw_london,2012
2279,0.0,swift,2012
2280,0.0,swift_language,2012
2281,0.0,symfony,2012
2282,0.0,symfony2,2012
2283,0.0,symfony3,2012
2284,0.0,synthesizer,2012
2285,0.0,synthetic_biology,2012
2286,0.0,system_administration,2012
2287,0.0,system_administrators,2012
2288,0.0,system_integration,2012
2289,0.0,systems_analysis,2012
2290,0.0,systems_thinking,2012
2291,0.0,table_football,2012
2292,0.0,tableau,2012
2293,0.0,talend,2012
2294,0.0,talent_aqcuisition,2012
2295,0.0,talent_management,2012
2296,0.0,targetprocess,2012
2297,0.0,taxonomy,2012
2298,0.0,tdd,2012
2299,0.0,teachers,2012
2300,0.0,teachers_talking_to_teachers_about_teaching,2012
2301,0.0,teaching_of_programming,2012
2302,0.0,team_building,2012
2303,0.0,team_foundation_server,2012
2304,0.0,tech_savvy_entrepreneurs,2012
2305,0.0,tech_social,2012
2306,0.0,tech_talks,2012
2307,0.0,technical_architecture,2012
2308,0.0,technical_evangelism,2012
2309,0.0,technical_writing,2012
2310,0.0,technological_singularity,2012
2311,0.0,technological_transformation,2012
2312,0.0,technologists,2012
2313,0.0,technology,2012
2314,0.0,"technology_(security,_audits)",2012
2315,0.0,technology_and_crisis_response,2012
2316,0.0,technology_channel_sales,2012
2317,0.0,technology_innovation,2012
2318,0.0,technology_networking,2012
2319,0.0,technology_professionals,2012
2320,0.0,technology_sales_professionals,2012
2321,0.0,technology_startups,2012
2322,0.0,telecom_software,2012
2323,0.0,telecommunications,2012
2324,0.0,telecommunications_industry,2012
2325,0.0,telecommunications_pros,2012
2326,0.0,telephony_as_a_service,2012
2327,0.0,telepresence,2012
2328,0.0,telescopes,2012
2329,0.0,television_production,2012
2330,0.0,telling_your_story,2012
2331,0.0,tessel,2012
2332,0.0,test,2012
2333,0.0,test_automation,2012
2334,0.0,test_automation_frameworks,2012
2335,0.0,test_data_management,2012
2336,0.0,test_driven_development,2012
2337,0.0,test_group,2012
2338,0.0,test_groups,2012
2339,0.0,testing_tools,2012
2340,0.0,testing_web_site_performance,2012
2341,0.0,text_analytics,2012
2342,0.0,text_editor,2012
2343,0.0,text_mining,2012
2344,0.0,text_processing,2012
2345,0.0,texturing,2012
2346,0.0,tfs,2012
2347,0.0,the_4-hour_workweek,2012
2348,0.0,the_cloud,2012
2349,0.0,the_future_of_video_games,2012
2350,0.0,the_internet_society,2012
2351,0.0,the_open_web_application_security_project,2012
2352,0.0,the_quantified_self,2012
2353,0.0,theano,2012
2354,0.0,theater,2012
2355,0.0,third_sector,2012
2356,0.0,threat_analysis,2012
2357,0.0,time_series_analysis,2012
2358,0.0,tinkering,2012
2359,0.0,to_promote_r_for_big_data_analytics,2012
2360,0.0,tool_box_for_landlords,2012
2361,0.0,trading,2012
2362,0.0,trading_with_automated_trading_systems,2012
2363,0.0,trains,2012
2364,0.0,transformation,2012
2365,0.0,transhumanism,2012
2366,0.0,transmedia,2012
2367,0.0,transmedia_production,2012
2368,0.0,transmedia_storytelling_&_publishing,2012
2369,0.0,travel,2012
2370,0.0,travel_blogging,2012
2371,0.0,trends,2012
2372,0.0,trends_and_forecasting,2012
2373,0.0,tv/film/video,2012
2374,0.0,tv_broadcasting,2012
2375,0.0,tweetup,2012
2376,0.0,twig,2012
2377,0.0,twitter,2012
2378,0.0,"twitter,_facebook,_linkedin",2012
2379,0.0,typescript,2012
2380,0.0,typography,2012
2381,0.0,uav,2012
2382,0.0,ubiquitious_language,2012
2383,0.0,ubiquitous_computing,2012
2384,0.0,ubuntu,2012
2385,0.0,ubuntu_linux,2012
2386,0.0,udk_development,2012
2387,0.0,ui/ux,2012
2388,0.0,ui/ux_design,2012
2389,0.0,ui_design,2012
2390,0.0,uk_aws_users,2012
2391,0.0,uk_software_developers,2012
2392,0.0,umbraco,2012
2393,0.0,unconditional_creativity,2012
2394,0.0,undergraduates,2012
2395,0.0,unemployment_support,2012
2396,0.0,unified_communications,2012
2397,0.0,unified_messaging,2012
2398,0.0,unikernel,2012
2399,0.0,unikernels,2012
2400,0.0,unity,2012
2401,0.0,unity_3d,2012
2402,0.0,unity_3d_artists,2012
2403,0.0,unity_3d_developers,2012
2404,0.0,unity_game_engine,2012
2405,0.0,university,2012
2406,0.0,university_students,2012
2407,0.0,unix,2012
2408,0.0,unmanned_vehicles,2012
2409,0.0,unreal_development_kit,2012
2410,0.0,unreal_engine,2012
2411,0.0,upcycling,2012
2412,0.0,upcycling_repurposing_redesign,2012
2413,0.0,urban_design,2012
2414,0.0,urban_planning,2012
2415,1.5118327524998014,usability,2012
2416,0.0,usability_testing,2012
2417,0.0,user_centered_design,2012
2418,0.07965897066085133,user_experience,2012
2419,0.0,user_experience_design,2012
2420,0.0,user_experience_optimization,2012
2421,0.0,user_experience_practices,2012
2422,0.0,user_experience_research,2012
2423,0.0,user_group,2012
2424,0.0,user_interface_design,2012
2425,0.0,user_modeling,2012
2426,0.0,user_research,2012
2427,0.0,user_testing,2012
2428,0.0,using_mongodb_in_the_cloud,2012
2429,0.0,using_technology_to_scale_your_business,2012
2430,0.0,using_twitter_for_business,2012
2431,0.0,using_web_dev_skills_to_build_mobile_apps,2012
2432,0.0,ux/ui,2012
2433,0.0,ux_/_ui_design,2012
2434,0.0,ux_and_sustainable_web_design,2012
2435,0.0,ux_creatives,2012
2436,0.0,ux_design,2012
2437,0.0,ux_research,2012
2438,0.0,ux_strategy,2012
2439,0.0,ux_technology,2012
2440,0.0,vacation_rental_properties,2012
2441,0.0,varnish,2012
2442,0.0,varnish_cache,2012
2443,0.0,vdi_-_virtual_desktop_infrastructure,2012
2444,0.0,venture_capital,2012
2445,0.0,venture_capital_and_startup,2012
2446,0.0,vfx,2012
2447,0.0,video,2012
2448,0.0,video_editing,2012
2449,0.0,video_game_design,2012
2450,0.0,video_game_developers,2012
2451,0.0,video_game_development,2012
2452,0.0,video_game_entrepreneurs,2012
2453,0.0,video_game_writing,2012
2454,0.0,video_games,2012
2455,0.0,video_marketing,2012
2456,0.0,video_production,2012
2457,0.0,video_seo,2012
2458,0.0,video_streaming,2012
2459,0.0,videoblogging,2012
2460,0.0,videography,2012
2461,0.0,vim,2012
2462,0.0,virtual_currency,2012
2463,0.0,virtual_design_and_construction,2012
2464,0.0,virtual_museum,2012
2465,0.0,virtual_reality,2012
2466,0.0,virtual_world,2012
2467,0.0,virtual_worlds,2012
2468,0.0,virtualization,2012
2469,0.0,virtualization_-_network_and_system,2012
2470,0.0,visual_arts,2012
2471,0.0,visual_basic,2012
2472,0.0,visual_effects,2012
2473,0.0,visual_effects_cg_animation,2012
2474,0.0,visual_facilitation,2012
2475,0.0,visual_studio,2012
2476,0.0,visual_studio_2012,2012
2477,0.0,visual_thinking,2012
2478,0.0,visualforce_development,2012
2479,0.0,visualisation,2012
2480,0.0,visualization,2012
2481,0.0,visualworks,2012
2482,0.0,vlogging,2012
2483,0.0,voice_overs,2012
2484,0.0,voip,2012
2485,0.0,voip_and_technology,2012
2486,0.0,volunteering,2012
2487,0.0,vr,2012
2488,0.0,vr_glasses,2012
2489,0.0,wandsworth,2012
2490,0.0,watir,2012
2491,0.0,waw,2012
2492,0.0,wcag,2012
2493,0.0,wcf,2012
2494,0.0,wearable_technologies,2012
2495,0.0,wearables,2012
2496,0.0,weave,2012
2497,0.0,weaving,2012
2498,0.0,web_&_new_technology,2012
2499,0.0,web_2.0,2012
2500,0.0,web_2.0_strategy,2012
2501,0.0,web_accessibility,2012
2502,0.0,web_analytics,2012
2503,0.0,web_analytics_wednesdays,2012
2504,0.0,web_and_technology_startups,2012
2505,0.0,web_api_design,2012
2506,0.0,web_application,2012
2507,0.0,web_application_development,2012
2508,0.0,web_application_security,2012
2509,0.0,web_based_applications,2012
2510,0.0,web_based_r_reporting,2012
2511,0.0,web_components,2012
2512,0.0,web_content_management,2012
2513,0.0,web_content_strategy,2012
2514,0.0188102345840338,web_design,2012
2515,0.0,web_design_and_development,2012
2516,0.0,web_gl,2012
2517,0.0,web_hosting,2012
2518,0.0,web_management,2012
2519,0.0,web_mapping,2012
2520,0.0,web_of_data,2012
2521,0.0,web_ontology_language,2012
2522,0.0,web_operations,2012
2523,0.0,web_performance,2012
2524,0.0,web_programming,2012
2525,0.0,web_security,2012
2526,0.0,web_service_security,2012
2527,0.0,web_services,2012
2528,0.27551546686482864,web_standards,2012
2529,0.0,web_strategy,2012
2530,0.0,web_television,2012
2531,0.0,webdriver,2012
2532,0.0,webgl,2012
2533,0.0,webinars,2012
2534,0.0,webmasters,2012
2535,0.0,webrtc,2012
2536,0.0,website_design,2012
2537,0.0,website_development,2012
2538,0.0,website_optimization,2012
2539,0.0,website_traffic,2012
2540,0.0,websocket,2012
2541,0.0,webtrends,2012
2542,0.0,wednesday,2012
2543,0.0,wellness,2012
2544,0.0,what_is_bitcoin,2012
2545,0.0,white_hat_hacking,2012
2546,0.0,white_label_product,2012
2547,0.0,wiki,2012
2548,0.0,wikimedia,2012
2549,0.0,wikipedia,2012
2550,0.0,wikivoyage,2012
2551,0.0,windows,2012
2552,0.0,windows_10_uwp_development,2012
2553,0.0,windows_8,2012
2554,0.0,windows_8_development,2012
2555,0.0,windows_8_metro_app_development,2012
2556,0.0,windows_8_ux,2012
2557,0.0,windows_azure_platform,2012
2558,0.0,windows_mobile,2012
2559,0.0,windows_phone,2012
2560,0.0,windows_phone_7,2012
2561,0.0,windows_phone_8_development,2012
2562,0.0,windows_phone_developers,2012
2563,0.0,windows_powershell,2012
2564,0.0,wireless_communications,2012
2565,0.0,wireless_technology,2012
2566,0.0,"women_""startup""_entrepreneurs",2012
2567,0.0,women_and_finance,2012
2568,0.0,women_computer_scientists,2012
2569,0.0,women_entrepreneurs,2012
2570,0.0,women_in_tech,2012
2571,0.0,women_in_technology,2012
2572,0.0,women_in_technology_sales_and_marketing,2012
2573,0.0,women_programmers,2012
2574,0.0,women_science_technology_engineering_&_mathematics,2012
2575,0.0,women_software_developers,2012
2576,0.0,women_web_developers,2012
2577,0.0,women_who_code,2012
2578,0.0,wordpress,2012
2579,0.0,wordpress_customization,2012
2580,0.0,wordpress_developers,2012
2581,0.0,wordpress_for_business,2012
2582,0.0,wordpress_help,2012
2583,0.0,wordpress_plugins,2012
2584,0.0,wordpress_seo,2012
2585,0.0,wordpress_small_business_web_sites,2012
2586,0.0,wordpress_small_business_websites,2012
2587,0.0,wordpress_theme_development,2012
2588,0.0,wordpress_themes,2012
2589,0.0,wordpress_training,2012
2590,0.0,wordpress_user_community,2012
2591,0.0,wordpress_users,2012
2592,0.0,wordpress_websites,2012
2593,0.0,wordpress_workshops,2012
2594,0.0,work_at_home,2012
2595,0.0,work_at_home_&_work_at_home_moms,2012
2596,0.0,working_from_home_effectively,2012
2597,0.0,workplace_democracy,2012
2598,0.0,workshop,2012
2599,0.0,wpf,2012
2600,0.0,writing,2012
2601,0.0,writing_for_blogs,2012
2602,0.0,wsgi,2012
2603,0.0,wwc,2012
2604,0.0,xamarin,2012
2605,0.0,xaml,2012
2606,0.0,xapian_open_source_search,2012
2607,0.0,xbox_360,2012
2608,0.0,xcode,2012
2609,0.0,xcode_users,2012
2610,0.0,xml,2012
2611,0.0,xmpp,2012
2612,0.0,xna,2012
2613,0.0,xquery,2012
2614,0.0,xslt,2012
2615,0.0,yii_framework,2012
2616,0.0,young_makers,2012
2617,0.0,youth,2012
2618,0.0,youth_mentoring,2012
2619,0.0,youtube,2012
2620,0.0,zend_framework,2012
2621,0.0,zimbra,2012
2622,0.0,",_",2013
2623,0.0,",_""women",2013
2624,0.0,.net,2013
2625,0.0,.net_content_management_systems,2013
2626,0.0,.net_developers,2013
2627,0.0,.net_development,2013
2628,0.0,.net_gadgeteer,2013
2629,0.0,3d,2013
2630,0.0,3d_animation,2013
2631,0.0,3d_artists,2013
2632,0.0,3d_gaming,2013
2633,0.0,3d_graphics,2013
2634,0.0,3d_modeling,2013
2635,0.0,3d_printers,2013
2636,0.0,3d_printing,2013
2637,0.0,3d_projects,2013
2638,0.0,3d_scanning,2013
2639,0.0,3dr,2013
2640,0.0,3ds_max,2013
2641,0.0,3dsmax,2013
2642,0.0,"_rights"",_",2013
2643,0.0,a/b_testing,2013
2644,0.0,a_community_where_private_equity_investors_meet,2013
2645,0.0,a_“how_to”_group_to_get_product_ideas_to_market.,2013
2646,0.0,academics,2013
2647,0.0,accessibility,2013
2648,0.0,accessible_technology,2013
2649,0.0,accessible_web_design,2013
2650,0.0,acid,2013
2651,0.0,actionscript,2013
2652,0.0,activities,2013
2653,0.0,activity_monitors_and_devices,2013
2654,0.0,ado.net_entity_framework,2013
2655,0.0,adobe,2013
2656,0.0,adobe_after_effects,2013
2657,0.0,adobe_air,2013
2658,0.0,adobe_creative_suite,2013
2659,0.0,adobe_dreamweaver,2013
2660,0.0,adobe_flash,2013
2661,0.0,adobe_flex,2013
2662,0.0,adobe_illustrator,2013
2663,0.0,adobe_indesign,2013
2664,0.0,adobe_lightroom,2013
2665,0.0,adobe_photoshop,2013
2666,0.0,adobe_user_group,2013
2667,0.0,adult/teens_with_asperger/spectrum_disorders,2013
2668,0.0,advanced_sass,2013
2669,0.0,advanced_sql_server,2013
2670,0.0,adventure,2013
2671,0.0,adventure_games,2013
2672,0.0,advertising,2013
2673,0.0,advertising_agency_community,2013
2674,0.0,advertising_and_pr,2013
2675,0.0,aerial_cinematography,2013
2676,0.0,aerial_photography,2013
2677,0.0,aerial_videography,2013
2678,0.0,aerospike,2013
2679,0.0,affiliate_email_marketing,2013
2680,0.0,affiliate_marketing,2013
2681,0.0,affiliate_marketing_(ecommerce),2013
2682,0.0,affiliate_marketing_joint_ventures,2013
2683,0.0,affiliate_networks,2013
2684,0.0,after_effects,2013
2685,0.0,agile_and_scrum,2013
2686,0.0,agile_business_analysts,2013
2687,0.6931880104543513,agile_coaching,2013
2688,0.0,agile_data_warehousing_and_business_intelligence,2013
2689,0.0,agile_design,2013
2690,6.997550547639189,agile_leadership,2013
2691,0.0,agile_mindset,2013
2692,0.0,agile_planning,2013
2693,0.0,agile_portfolio_management,2013
2694,0.0,agile_product_development,2013
2695,0.0,agile_program_management,2013
2696,0.0,agile_programming_and_python,2013
2697,0.0859872334789449,agile_project_management,2013
2698,0.0,agile_testing,2013
2699,4.973321461539076,agile_transformation,2013
2700,0.0,agile_ux,2013
2701,0.0,agriculture,2013
2702,0.0,airbnb,2013
2703,0.0,ajax,2013
2704,0.0,akka,2013
2705,0.0,algorithmic_trading,2013
2706,0.0,algorithms,2013
2707,0.0,all_forms_of_javascript,2013
2708,0.0,alt.net,2013
2709,0.0,altcoin,2013
2710,0.0,alternative_currency,2013
2711,0.0,alternative_energy,2013
2712,0.0,alternative_medicine,2013
2713,0.0,amateur_radio,2013
2714,0.0,amateur_satellite_communications,2013
2715,0.0,amazon,2013
2716,0.0,amazon.com,2013
2717,0.0,amazon_fba,2013
2718,0.0,amazon_mastermind_selling,2013
2719,0.0,amazon_seller,2013
2720,0.0,amazon_web_services,2013
2721,0.0,analysis,2013
2722,0.0,analytics,2013
2723,0.0,anarcho_capitalism,2013
2724,0.0,anarchy,2013
2725,0.0,anatomy,2013
2726,0.0,android,2013
2727,0.0,android_app_architecture,2013
2728,0.0,android_app_design,2013
2729,0.0,android_app_marketing,2013
2730,0.0,android_development,2013
2731,0.0,android_development_training,2013
2732,0.0,android_enthusiasts,2013
2733,0.0,android_game_development,2013
2734,0.0,android_sdk,2013
2735,0.0,angel_investors,2013
2736,0.0,angular,2013
2737,0.0,angular2,2013
2738,0.0,angularjs,2013
2739,0.0,animation,2013
2740,0.0,anonymous,2013
2741,0.0,ansible,2013
2742,0.0,apache,2013
2743,0.0,apache_cloudstack,2013
2744,0.0,apache_flink,2013
2745,0.0,apache_hadoop,2013
2746,0.0,apache_hive,2013
2747,0.0,apache_kafka,2013
2748,0.0,apache_lucene,2013
2749,0.0,apache_lucene_and_solr_open_source_search,2013
2750,0.0,apache_mesos,2013
2751,0.0,apache_pig,2013
2752,0.0,apache_spark,2013
2753,0.0,apache_storm,2013
2754,0.0,apex,2013
2755,0.0,apex_development,2013
2756,0.0,api_documentation,2013
2757,0.0,apis,2013
2758,0.0,app_designers,2013
2759,0.0,app_developer_and_designer_resources,2013
2760,0.0,app_developers,2013
2761,0.0,app_development,2013
2762,0.0,app_engine,2013
2763,0.0,appcelerator,2013
2764,0.0,appcelerator_titanium,2013
2765,0.0,appdynamics,2013
2766,0.0,apple,2013
2767,0.0,apple/macintosh_technology,2013
2768,0.0,apple_mobile_device_application_development,2013
2769,0.0,apple_software,2013
2770,0.0,application_development,2013
2771,0.0,application_lifecycle_management,2013
2772,0.0,application_performance_management,2013
2773,0.0,application_performance_monitoring,2013
2774,0.0,application_programming_interface,2013
2775,0.0,application_security,2013
2776,0.0,applied_cognitive_science,2013
2777,0.0,applied_math,2013
2778,0.0,applied_statistics,2013
2779,0.0,apps,2013
2780,0.0,apps_for_smart_cities,2013
2781,0.0,appstore,2013
2782,0.0,aquaponic_and_hydroponics,2013
2783,0.0,aquaponics,2013
2784,0.0,arcade_gaming,2013
2785,0.0,architecture,2013
2786,0.0,archiving,2013
2787,0.0,arcmap,2013
2788,0.0,arduino,2013
2789,0.0,arduino_and_robotics,2013
2790,0.0,artificial_general_intelligence,2013
2791,0.0,artificial_intelligence,2013
2792,0.0,artificial_intelligence_applications,2013
2793,0.0,artificial_intelligence_machine_learning_robotics,2013
2794,0.0,artificial_intelligence_programming,2013
2795,0.0,artists,2013
2796,0.0,asp.net,2013
2797,0.0,asp.net_mvc,2013
2798,0.0,asp.net_web_api,2013
2799,0.0,assist_in_creating_youtube_videos,2013
2800,0.0,assist_new_business_start_ups,2013
2801,0.0,asterisk_pbx,2013
2802,0.0,astronomy,2013
2803,0.0,asynchronous_programming,2013
2804,0.0,atlassian,2013
2805,0.0,atlassian_toolset,2013
2806,0.0,attivio,2013
2807,0.0,audio_engineering,2013
2808,0.0,audio_signal_processing,2013
2809,0.0,augmented_reality,2013
2810,0.0,authors,2013
2811,0.0,autism_spectrum_disorder,2013
2812,0.0,auto-classification,2013
2813,0.0,autocad,2013
2814,0.0,autodesk_3ds_max,2013
2815,0.0,automated_acceptance_testing,2013
2816,0.0,automated_testing,2013
2817,0.0,automated_trading,2013
2818,0.0,automated_trading_strategies,2013
2819,0.0,automating_web_application_testing,2013
2820,0.0,automation,2013
2821,0.0,autonomy_software,2013
2822,0.0,avinash_kaushik,2013
2823,0.0,awareness,2013
2824,0.0,aws,2013
2825,0.0,aws_design_implementation_and_servicing,2013
2826,0.0,aws_programming_and_tools,2013
2827,0.0,aws_rds,2013
2828,0.0,aws_s3,2013
2829,0.0,azure,2013
2830,0.0,b.y.o.d_(bring_your_own_device),2013
2831,0.0,b2b/b2c_content_strategy_for_online_marketing,2013
2832,0.0,b2b_content_marketing,2013
2833,0.0,baby_boomers,2013
2834,0.0,backbone,2013
2835,0.0,backbone.js,2013
2836,0.0,backend,2013
2837,0.0,backend_as_a_service,2013
2838,0.0,banking,2013
2839,0.0,basics_of_iphone_app_development,2013
2840,0.0,bath,2013
2841,0.0,bayesian_networks,2013
2842,0.0,bdd,2013
2843,0.0,beauty_industry,2013
2844,0.0,beer,2013
2845,0.0,beer_beer_beer_and_more_beer,2013
2846,0.0,beginner_ios_developers,2013
2847,0.0,beginner_php_programming,2013
2848,0.0,beginner_web_developer,2013
2849,0.0,behat,2013
2850,0.0,behavior_driven_development,2013
2851,0.0,behaviour_change,2013
2852,0.0,behaviour_driven_development,2013
2853,0.0,behaviour_driven_testing,2013
2854,0.0,behavioural_economics,2013
2855,0.0,being_a_leader,2013
2856,0.0,belfast,2013
2857,0.0,belief_networks,2013
2858,0.0,best_practices_for_high_performance_ecommerce,2013
2859,20.50500817367995,best_practices_in_it/web_solutions_design_and_dev,2013
2860,0.0,bible_study,2013
2861,2.6106246273884666,big_data_analytics,2013
2862,0.0,big_data_developers,2013
2863,0.0,big_data_for_social_media,2013
2864,0.0,bigdata,2013
2865,0.0,bigdatadevelopers,2013
2866,0.0,bike_repair,2013
2867,0.0,biohack,2013
2868,0.0,biohacking,2013
2869,0.0,bioinformatics,2013
2870,0.0,biological_engineering,2013
2871,0.0,biotech_&_medical,2013
2872,0.0,biotechnology,2013
2873,0.0,biotechnology_industry_organization,2013
2874,0.0,bitcoin,2013
2875,0.0,bitcoin_business_model,2013
2876,0.0,bitcoin_miners,2013
2877,0.0,bitcoin_security,2013
2878,0.0,bitcoin_traders,2013
2879,0.0,bitemporal,2013
2880,0.0,blackberry,2013
2881,0.0,blackberry_10_development,2013
2882,0.0,blackberry_application_development,2013
2883,0.0,blackberry_apps,2013
2884,0.0,blackberry_developers_&_applications,2013
2885,0.0,blackberry_development,2013
2886,0.0,blackberry_java_development,2013
2887,0.0,blackberry_web_development,2013
2888,0.0,blender,2013
2889,0.0,blender_3d,2013
2890,0.0,blockchain,2013
2891,0.0,blog_marketing,2013
2892,0.0,blog_writers,2013
2893,0.0,blogging,2013
2894,0.0,blogging_tips_+_tricks,2013
2895,0.0,blogging_to_promote_yourself,2013
2896,0.0,bluetooth_low_energy,2013
2897,0.0,bluetooth_technology,2013
2898,0.0,board_games,2013
2899,0.0,book_publishing,2013
2900,0.0,bootstrap,2013
2901,0.0,born_again_christian,2013
2902,0.0,brain,2013
2903,0.0,brand_design,2013
2904,0.0,branded_content,2013
2905,0.0,branding,2013
2906,0.0,bring_angel_investors_and_startups_together,2013
2907,0.0,bristol,2013
2908,0.0,british_television,2013
2909,0.0,broadcasting_and_media_graphics,2013
2910,0.0,browsers,2013
2911,0.0,building_an_online_business,2013
